,Concurso,Data Sorteio,Arrecadacao Total,Dezena_1,Dezena_2,Dezena_3,Dezena_4,Dezena_5,Dezena_6,Ganhadores Sena,Rateio Sena,Cidade,UF,Ganhadores Quina,Rateio Quina,Ganhadores Quadra,Rateio Quadra,Acumulado,Valor_Acumulado,Estimativa de Prêmio,Acumulado Mega da Virada,Local do Sorteio,Cidade UF Sorteio
0,2550,31/12/2022,1958449342.5,59,34,04,58,10,05,5,108393993.26,CANAL ELETRONICO,--,2485,45438.78,183921,877.04,NÃO,0.0,3000000.0,0.0,ESTÚDIO REDE GLOBO,"SÃO PAULO,  SP"
